,Blueprint ID,Material Type,Quantity,Material ID
24279,34256,materials,1,28665
24280,34258,products,1,34257
24281,34258,skills,1,3380
24282,34258,materials,1,28665
24283,34267,products,1,34266
24284,34267,skills,1,3380
24285,34267,skills,1,26254
24286,34267,materials,1,25602
24287,34267,materials,3,25599
24288,34267,materials,4,25600
24289,34269,products,1,34268
24290,34269,skills,1,3380
24291,34269,skills,1,26254
24292,34269,materials,7,25602
24293,34269,materials,18,25599
24294,34269,materials,20,25600
24295,34273,products,1,34272
24296,34273,skills,5,3380
24297,34273,skills,1,11433
24298,34273,skills,1,11447
24299,34273,materials,1,3041
24300,34273,materials,3,11399
24301,34273,materials,4,11689
24302,34273,materials,1,9848
24303,34273,materials,1,11486
24304,34275,products,1,34274
24305,34275,skills,5,3380
24306,34275,skills,1,11433
24307,34275,skills,1,11447
24308,34275,materials,8,11399
24309,34275,materials,9,11689
24310,34275,materials,1,3520
24311,34275,materials,2,9848
24312,34275,materials,1,11486
24313,34277,products,1,34276
24314,34277,skills,5,3380
24315,34277,skills,1,11433
24316,34277,skills,1,11447
24317,34277,materials,16,11689
24318,34277,materials,17,11399
24319,34277,materials,1,3057
24320,34277,materials,7,9848
24321,34277,materials,1,11486
24322,34279,products,1,34278
24323,34279,skills,5,3380
24324,34279,skills,1,11441
24325,34279,skills,1,11455
24326,34279,materials,3,11399
24327,34279,materials,4,11688
24328,34279,materials,1,3178
24329,34279,materials,1,9848
24330,34279,materials,1,11486
24331,34281,products,1,34280
24332,34281,skills,5,3380
24333,34281,skills,1,11441
24334,34281,skills,1,11455
24335,34281,materials,9,11399
24336,34281,materials,9,11688
24337,34281,materials,2,9848
24338,34281,materials,1,3146
24339,34281,materials,1,11486
24340,34283,products,1,34282
24341,34283,skills,5,3380
24342,34283,skills,1,11441
24343,34283,skills,1,11455
24344,34283,materials,7,11399
24345,34283,materials,17,11688
24346,34283,materials,7,9848
24347,34283,materials,1,3186
24348,34283,materials,1,11486
24349,34285,products,1,34284
24350,34285,skills,5,3380
24351,34285,skills,1,11451
24352,34285,skills,1,11452
24353,34285,materials,1,2889
24354,34285,materials,2,11399
24355,34285,materials,4,11691
24356,34285,materials,1,9848
24357,34285,materials,1,11486
24358,34287,products,1,34286
24359,34287,skills,5,3380
24360,34287,skills,1,11451
24361,34287,skills,1,11452
24362,34287,materials,8,11399
24363,34287,materials,1,2913
24364,34287,materials,2,9848
24365,34287,materials,8,11691
24366,34287,materials,1,11486
24367,34289,products,1,34288
24368,34289,skills,5,3380
24369,34289,skills,1,11451
24370,34289,skills,1,11452
24371,34289,materials,17,11399
24372,34289,materials,1,2929
24373,34289,materials,2,9848
24374,34289,materials,16,11691
24375,34289,materials,1,11486
24376,34291,products,1,34290
24377,34291,skills,5,3380
24378,34291,skills,1,11451
24379,34291,materials,1,10631
24380,34291,materials,1,11399
24381,34291,materials,1,9848
24382,34291,materials,1,11486
24383,34293,products,1,34292
24384,34293,skills,5,3380
24385,34293,skills,2,11451
24386,34293,skills,1,11449
24387,34293,materials,1,25715
24388,34293,materials,3,11399
24389,34293,materials,1,11540
24390,34293,materials,3,9848
24391,34293,materials,1,11486
24392,34295,products,1,34294
24393,34295,skills,5,3380
24394,34295,skills,3,11451
24395,34295,skills,1,11449
24396,34295,materials,12,11399
24397,34295,materials,12,11540
24398,34295,materials,1,2420
24399,34295,materials,12,9848
24400,34295,materials,1,11486
24401,34307,products,1,34306
24402,34307,skills,1,3380
24403,34307,skills,1,26254
24404,34307,materials,33,25602
24405,34307,materials,89,25599
24406,34307,materials,100,25600
24407,34309,products,1,34308
24408,34309,skills,1,26254
24409,34309,skills,5,3380
24410,34309,materials,167,25602
24411,34309,materials,444,25599
24412,34309,materials,500,25600
24413,34318,products,1,34317
24414,34318,skills,5,3380
24415,34318,skills,5,3395
24416,34318,skills,5,11444
24417,34318,skills,4,11452
24418,34318,materials,2,30466
24419,34318,materials,2,30002
24420,34318,materials,2,30476
24421,34318,materials,8,30464
24422,34318,materials,2,29992
24423,34318,materials,2,30478
24424,34318,materials,3,34396
24425,34318,materials,2,29994
24426,34318,materials,10,11478
24427,34329,products,1,34328
24428,34329,skills,1,22242
24429,34329,materials,15,21009
24430,34329,materials,5,21017
24431,34329,materials,5,21023
24432,34329,materials,30,21027
24433,34329,materials,5,21037
24434,34329,materials,7,24558
24435,34329,materials,1600,57478
24436,34329,materials,800,57486
24437,34329,materials,1,57487
24438,34340,products,1,34339
24439,34340,skills,1,3380
24440,34340,materials,1,19724
24441,34342,products,1,34341
24442,34342,skills,1,3380
24443,34342,materials,1,19722
24444,34344,products,1,34343
24445,34344,skills,1,3380
24446,34344,materials,1,19726
24447,34346,products,1,34345
24448,34346,skills,1,3380
24449,34346,materials,1,19720
24450,34397,products,1,34396
24451,34397,skills,5,3380
24452,34397,skills,2,11448
24453,34397,skills,2,11452
24454,34397,materials,5,30311
24455,34397,materials,13,30310
24456,34397,materials,1,30270
24457,34397,materials,1,30269
24458,34397,materials,1,30271
24459,34397,materials,300,30303
24460,34397,materials,15,30309
24461,34397,materials,2,30022
24462,34397,materials,1,30268
24463,34397,materials,40,30307
24464,34397,materials,15,30251
24465,34397,materials,1,30252
24466,34442,products,1,34441
24467,34442,skills,1,3380
24468,34442,materials,1,645
24469,34444,products,1,34443
24470,34444,skills,1,3380
24471,34444,materials,1,593
24472,34446,products,1,34445
24473,34446,skills,1,3380
24474,34446,materials,1,626
24475,34458,products,1,34457
24476,34458,skills,1,3380
24477,34458,materials,1,643
24478,34460,products,1,34459
24479,34460,skills,1,3380
24480,34460,materials,1,24692
24481,34462,products,1,34461
24482,34462,skills,1,3380
24483,34462,materials,1,17738
24484,34464,products,1,34463
24485,34464,skills,1,3380
24486,34464,materials,1,17918
24487,34466,products,1,34465
24488,34466,skills,1,3380
24489,34466,materials,1,645
24490,34468,products,1,34467
24491,34468,skills,1,3380
24492,34468,materials,1,641
24493,34470,products,1,34469
24494,34470,skills,1,3380
24495,34470,materials,1,638
24496,34472,products,1,34471
24497,34472,skills,1,3380
24498,34472,materials,1,642
24499,34474,products,1,34473
24500,34474,skills,1,3380
24501,34474,materials,1,24698
24502,34476,products,1,34475
24503,34476,skills,1,3380
24504,34476,materials,1,17715
24505,34478,products,1,34477
24506,34478,skills,1,3380
24507,34478,materials,1,12011
24508,34480,products,1,34479
24509,34480,skills,1,3380
24510,34480,materials,1,12005
24511,34497,products,1,34496
24512,34497,skills,1,3380
24513,34497,materials,2778,34
24514,34563,products,1,34562
24515,34563,skills,5,3380
24516,34563,skills,5,3395
24517,34563,skills,5,11445
24518,34563,skills,4,11452
24519,34563,materials,2,30466
24520,34563,materials,2,30002
24521,34563,materials,2,30476
24522,34563,materials,8,30464
24523,34563,materials,2,29992
24524,34563,materials,2,30478
24525,34563,materials,3,34396
24526,34563,materials,2,29994
24527,34563,materials,10,11478
24528,34591,products,1,34590
24529,34591,skills,1,3380
24530,34591,materials,15000,37
24531,34591,materials,700,40
24532,34591,materials,32000,36
24533,34591,materials,1200,38
24534,34591,materials,140000,35
24535,34591,materials,500000,34
24536,34591,materials,2000,39
24537,34594,products,1,34593
24538,34594,skills,1,3380
24539,34594,materials,15000,37
24540,34594,materials,4000,40
24541,34594,materials,10000,36
24542,34594,materials,8000,38
24543,34594,materials,10000,35
24544,34594,materials,10000,34
24545,34594,materials,6000,39
24546,34594,materials,1,34575
24547,34596,products,1,34595
24548,34596,skills,5,3380
24549,34596,skills,1,11453
24550,34596,skills,1,11446
24551,34596,materials,1,34593
24552,34596,materials,70,11549
24553,34596,materials,80,11551
24554,34596,materials,70,11547
24555,34596,materials,70,11550
24556,34596,materials,70,11548
24557,34596,materials,160,11553
24558,34596,materials,100,11552
24559,34596,materials,80,11554
24560,34596,materials,3000,11399
24561,34596,materials,20,12836
24562,34596,materials,20,2346
24563,34596,materials,40,17898
24564,34596,materials,1,11483
24565,34829,products,1,34828
24566,34829,skills,5,3380
24567,34829,skills,5,3395
24568,34829,skills,5,11454
24569,34829,skills,4,11452
24570,34829,materials,2,30466
24571,34829,materials,2,30002
24572,34829,materials,2,30476
24573,34829,materials,8,30464
24574,34829,materials,2,29992
24575,34829,materials,2,30478
24576,34829,materials,3,34396
24577,34829,materials,2,29994
24578,34829,materials,10,11478
24579,34841,products,1,2034
24580,34841,skills,5,3380
24581,34841,materials,14,2867
24582,34841,materials,10,2868
24583,34841,materials,21,2869
24584,34841,materials,21,2870
24585,34841,materials,14,2871
24586,34841,materials,14,2872
24587,34841,materials,21,2875
24588,34841,materials,10,2876
24589,34841,materials,6,21037
24590,34842,products,1,2035
24591,34842,skills,5,3380
24592,34842,materials,22,2867
24593,34842,materials,16,2868
24594,34842,materials,33,2869
24595,34842,materials,33,2870
24596,34842,materials,22,2871
24597,34842,materials,22,2872
24598,34842,materials,33,2875
24599,34842,materials,16,2876
24600,34842,materials,9,21037
24601,34843,products,1,2036
24602,34843,skills,5,3380
24603,34843,materials,30,2867
24604,34843,materials,22,2868
24605,34843,materials,44,2869
24606,34843,materials,44,2870
24607,34843,materials,30,2871
24608,34843,materials,30,2872
24609,34843,materials,44,2875
24610,34843,materials,22,2876
24611,34843,materials,13,21037
24612,34844,products,1,2037
24613,34844,skills,5,3380
24614,34844,materials,37,2867
24615,34844,materials,27,2868
24616,34844,materials,55,2869
24617,34844,materials,55,2870
24618,34844,materials,37,2871
24619,34844,materials,37,2872
24620,34844,materials,55,2875
24621,34844,materials,27,2876
24622,34844,materials,16,21037
24623,34845,products,1,2026
24624,34845,skills,5,3380
24625,34845,materials,5,2867
24626,34845,materials,4,2868
24627,34845,materials,6,2869
24628,34845,materials,6,2870
24629,34845,materials,5,2871
24630,34845,materials,5,2872
24631,34845,materials,6,2875
24632,34845,materials,4,2876
24633,34845,materials,1,21037
24634,34846,products,1,2027
24635,34846,skills,5,3380
24636,34846,materials,8,2867
24637,34846,materials,6,2868
24638,34846,materials,11,2869
24639,34846,materials,11,2870
24640,34846,materials,8,2871
24641,34846,materials,8,2872
24642,34846,materials,11,2875
24643,34846,materials,6,2876
24644,34846,materials,3,21037
24645,34847,products,1,2028
24646,34847,skills,5,3380
24647,34847,materials,14,2867
24648,34847,materials,10,2868
24649,34847,materials,21,2869
24650,34847,materials,21,2870
24651,34847,materials,14,2871
24652,34847,materials,14,2872
24653,34847,materials,21,2875
24654,34847,materials,10,2876
24655,34847,materials,6,21037
24656,34848,products,1,2029
24657,34848,skills,5,3380
24658,34848,materials,18,2867
24659,34848,materials,13,2868
24660,34848,materials,27,2869
24661,34848,materials,27,2870
24662,34848,materials,18,2871
24663,34848,materials,18,2872
24664,34848,materials,27,2875
24665,34848,materials,13,2876
24666,34848,materials,8,21037
24667,34849,products,1,2030
24668,34849,skills,5,3380
24669,34849,materials,22,2867
24670,34849,materials,16,2868
24671,34849,materials,33,2869
24672,34849,materials,33,2870
24673,34849,materials,22,2871
24674,34849,materials,22,2872
24675,34849,materials,33,2875
24676,34849,materials,16,2876
24677,34849,materials,10,21037
24678,34850,products,1,2058
24679,34850,skills,5,3380
24680,34850,materials,4,2867
24681,34850,materials,3,2868
24682,34850,materials,6,2869
24683,34850,materials,6,2870
24684,34850,materials,4,2871
24685,34850,materials,4,2872
24686,34850,materials,6,2875
24687,34850,materials,3,2876
24688,34850,materials,1,21037
24689,34851,products,1,2059
24690,34851,skills,5,3380
24691,34851,materials,7,2867
24692,34851,materials,5,2868
24693,34851,materials,11,2869
24694,34851,materials,11,2870
24695,34851,materials,7,2871
24696,34851,materials,7,2872
24697,34851,materials,11,2875
24698,34851,materials,5,2876
24699,34851,materials,3,21037
24700,34852,products,1,2060
24701,34852,skills,5,3380
24702,34852,materials,11,2867
24703,34852,materials,8,2868
24704,34852,materials,17,2869
24705,34852,materials,17,2870
24706,34852,materials,11,2871
24707,34852,materials,11,2872
24708,34852,materials,17,2875
24709,34852,materials,8,2876
24710,34852,materials,4,21037
24711,34853,products,1,2061
24712,34853,skills,5,3380
24713,34853,materials,14,2867
24714,34853,materials,10,2868
24715,34853,materials,21,2869
24716,34853,materials,21,2870
24717,34853,materials,14,2871
24718,34853,materials,14,2872
24719,34853,materials,21,2875
24720,34853,materials,10,2876
24721,34853,materials,6,21037
24722,34854,products,1,2062
24723,34854,skills,5,3380
24724,34854,materials,18,2867
24725,34854,materials,13,2868
24726,34854,materials,27,2869
24727,34854,materials,27,2870
24728,34854,materials,18,2871
24729,34854,materials,18,2872
24730,34854,materials,27,2875
24731,34854,materials,13,2876
24732,34854,materials,8,21037
24733,34855,products,1,2040
24734,34855,skills,5,3380
24735,34855,materials,4,2867
24736,34855,materials,3,2868
24737,34855,materials,6,2869
24738,34855,materials,6,2870
24739,34855,materials,4,2871
24740,34855,materials,4,2872
24741,34855,materials,6,2875
24742,34855,materials,3,2876
24743,34855,materials,1,21037
24744,34856,products,1,2041
24745,34856,skills,5,3380
24746,34856,materials,6,2867
24747,34856,materials,5,2868
24748,34856,materials,7,2869
24749,34856,materials,7,2870
24750,34856,materials,6,2871
24751,34856,materials,6,2872
24752,34856,materials,7,2875
24753,34856,materials,5,2876
24754,34856,materials,2,21037
24755,34857,products,1,2042
24756,34857,skills,5,3380
24757,34857,materials,7,2867
24758,34857,materials,5,2868
24759,34857,materials,11,2869
24760,34857,materials,11,2870
24761,34857,materials,7,2871
24762,34857,materials,7,2872
24763,34857,materials,11,2875
24764,34857,materials,5,2876
24765,34857,materials,3,21037
24766,34858,products,1,2043
24767,34858,skills,5,3380
24768,34858,materials,10,2867
24769,34858,materials,8,2868
24770,34858,materials,13,2869
24771,34858,materials,13,2870
24772,34858,materials,10,2871
24773,34858,materials,10,2872
24774,34858,materials,13,2875
24775,34858,materials,8,2876
24776,34858,materials,4,21037
24777,34859,products,1,2044
24778,34859,skills,5,3380
24779,34859,materials,18,2867
24780,34859,materials,13,2868
24781,34859,materials,27,2869
24782,34859,materials,27,2870
24783,34859,materials,18,2871
24784,34859,materials,18,2872
24785,34859,materials,27,2875
24786,34859,materials,13,2876
24787,34859,materials,8,21037
24788,34860,products,1,2053
24789,34860,skills,5,3380
24790,34860,materials,4,2867
24791,34860,materials,3,2868
24792,34860,materials,6,2869
24793,34860,materials,6,2870
24794,34860,materials,4,2871
24795,34860,materials,4,2872
24796,34860,materials,6,2875
24797,34860,materials,3,2876
24798,34860,materials,1,21037
24799,34861,products,1,2054
24800,34861,skills,5,3380
24801,34861,materials,7,2867
24802,34861,materials,5,2868
24803,34861,materials,11,2869
24804,34861,materials,11,2870
24805,34861,materials,7,2871
24806,34861,materials,7,2872
24807,34861,materials,11,2875
24808,34861,materials,5,2876
24809,34861,materials,3,21037
24810,34862,products,1,2055
24811,34862,skills,5,3380
24812,34862,materials,11,2867
24813,34862,materials,8,2868
24814,34862,materials,17,2869
24815,34862,materials,17,2870
24816,34862,materials,11,2871
24817,34862,materials,11,2872
24818,34862,materials,17,2875
24819,34862,materials,8,2876
24820,34862,materials,4,21037
24821,34863,products,1,2056
24822,34863,skills,5,3380
24823,34863,materials,14,2867
24824,34863,materials,10,2868
24825,34863,materials,21,2869
24826,34863,materials,21,2870
24827,34863,materials,14,2871
24828,34863,materials,14,2872
24829,34863,materials,21,2875
24830,34863,materials,10,2876
24831,34863,materials,6,21037
24832,34864,products,1,2057
24833,34864,skills,5,3380
24834,34864,materials,18,2867
24835,34864,materials,13,2868
24836,34864,materials,27,2869
24837,34864,materials,27,2870
24838,34864,materials,18,2871
24839,34864,materials,18,2872
24840,34864,materials,27,2875
24841,34864,materials,13,2876
24842,34864,materials,8,21037
24843,34865,products,1,32422
24844,34865,skills,5,3380
24845,34865,materials,14,2867
24846,34865,materials,10,2868
24847,34865,materials,21,2869
24848,34865,materials,21,2870
24849,34865,materials,14,2871
24850,34865,materials,14,2872
24851,34865,materials,21,2875
24852,34865,materials,10,2876
24853,34865,materials,6,21037
24854,34866,products,1,2008
24855,34866,skills,5,3380
24856,34866,materials,8,2867
24857,34866,materials,6,2868
24858,34866,materials,11,2869
24859,34866,materials,11,2870
24860,34866,materials,8,2871
24861,34866,materials,8,2872
24862,34866,materials,11,2875
24863,34866,materials,6,2876
24864,34866,materials,3,21037
24865,34867,products,1,2001
24866,34867,skills,5,3380
24867,34867,materials,15,2867
24868,34867,materials,11,2868
24869,34867,materials,22,2869
24870,34867,materials,22,2870
24871,34867,materials,15,2871
24872,34867,materials,15,2872
24873,34867,materials,22,2875
24874,34867,materials,11,2876
24875,34867,materials,7,21037
24876,34868,products,1,2009
24877,34868,skills,5,3380
24878,34868,materials,5,2867
24879,34868,materials,4,2868
24880,34868,materials,6,2869
24881,34868,materials,6,2870
24882,34868,materials,5,2871
24883,34868,materials,5,2872
24884,34868,materials,6,2875
24885,34868,materials,4,2876
24886,34868,materials,1,21037
24887,34869,products,1,2031
24888,34869,skills,5,3380
24889,34869,materials,7,2867
24890,34869,materials,5,2868
24891,34869,materials,11,2869
24892,34869,materials,11,2870
24893,34869,materials,7,2871
24894,34869,materials,7,2872
24895,34869,materials,11,2875
24896,34869,materials,5,2876
24897,34869,materials,3,21037
24898,35684,products,1,35683
24899,35684,skills,4,11452
24900,35684,skills,5,3380
24901,35684,skills,5,3395
24902,35684,skills,5,11450
24903,35684,materials,2,29992
24904,35684,materials,2,29994
24905,35684,materials,2,30002
24906,35684,materials,2,30466
24907,35684,materials,2,30476
24908,35684,materials,2,30478
24909,35684,materials,3,34396
24910,35684,materials,8,30464
24911,35684,materials,10,11478
24912,35772,products,1,35770
24913,35772,skills,1,3380
24914,35772,materials,1,37
24915,35772,materials,4,38
24916,35772,materials,88,35
24917,35772,materials,369,36
24918,35772,materials,538,34
24919,35773,products,1,35771
24920,35773,skills,1,11452
24921,35773,skills,1,11453
24922,35773,skills,5,3380
24923,35773,materials,1,11483
24924,35773,materials,1,35770
24925,35773,materials,3,9842
24926,35773,materials,5,11399
24927,35773,materials,6,11540
24928,35773,materials,8,3689
24929,35780,products,1,35779
24930,35780,materials,3,11549
24931,35780,materials,3,11550
24932,35780,materials,10,11399
24933,35780,materials,15,3828
24934,35780,materials,20,11532
24935,35780,materials,20,11533
24936,35780,materials,30,11537
24937,35780,materials,40,39
24938,35780,materials,40,11552
24939,35780,materials,40,11554
24940,35780,materials,60,11539
24941,35780,materials,60,11540
24942,35780,materials,90,38
24943,35780,materials,400,37
24944,35780,materials,2950,36
24945,35780,materials,6130,35
24946,35780,materials,22800,34
24947,35782,products,1,35781
24948,35782,materials,30,11549
24949,35782,materials,30,11550
24950,35782,materials,60,11532
24951,35782,materials,60,11533
24952,35782,materials,150,11399
24953,35782,materials,180,11537
24954,35782,materials,190,3828
24955,35782,materials,300,11552
24956,35782,materials,300,11554
24957,35782,materials,360,40
24958,35782,materials,750,11558
24959,35782,materials,1200,39
24960,35782,materials,1500,11539
24961,35782,materials,1500,11540
24962,35782,materials,2400,38
24963,35782,materials,4000,11543
24964,35782,materials,9687,37
24965,35782,materials,15400,35
24966,35782,materials,40000,36
24967,35782,materials,614300,34
24968,35791,products,1,35788
24969,35791,skills,1,3380
24970,35791,materials,2,40
24971,35791,materials,949,34
24972,35792,products,1,35790
24973,35792,skills,1,11452
24974,35792,skills,1,11453
24975,35792,skills,5,3380
24976,35792,materials,1,3689
24977,35792,materials,1,11483
24978,35792,materials,1,35788
24979,35792,materials,8,11540
24980,35792,materials,9,9842
24981,35792,materials,11,11399
24982,35796,products,1,35794
24983,35796,skills,1,3380
24984,35796,materials,2,39
24985,35796,materials,2,40
24986,35796,materials,3,37
24987,35796,materials,3,38
24988,35796,materials,4,35
24989,35797,products,1,35795
24990,35797,skills,1,3380
24991,35797,materials,2,39
24992,35797,materials,2,40
24993,35797,materials,3,37
24994,35797,materials,3,38
24995,35797,materials,4,35
24996,36949,products,1,36902
24997,36949,skills,1,3380
24998,36949,materials,1,34556
24999,36949,materials,1,34557
25000,36949,materials,1,34558
25001,36949,materials,1,34559
25002,36949,materials,1,34560
25003,36949,materials,1,34575
25004,36953,products,1,36956
25005,36953,skills,5,3380
25006,36953,materials,5,2867
25007,36953,materials,5,2875
25008,36953,materials,10,2869
25009,36953,materials,10,2871
25010,36953,materials,10,2872
25011,36953,materials,15,2868
25012,36953,materials,15,2876
25013,36953,materials,450,40
25014,36953,materials,1050,39
25015,36953,materials,2250,38
25016,36953,materials,12000,37
25017,36953,materials,105000,36
25018,36953,materials,300000,35
25019,36953,materials,1500000,34
25020,36954,products,1,36957
25021,36954,skills,5,3380
25022,36954,materials,5,2867
25023,36954,materials,5,2875
25024,36954,materials,10,2870
25025,36954,materials,10,2871
25026,36954,materials,10,2876
25027,36954,materials,15,2868
25028,36954,materials,15,2872
25029,36954,materials,450,40
25030,36954,materials,1050,39
25031,36954,materials,2250,38
25032,36954,materials,12000,37
25033,36954,materials,105000,36
25034,36954,materials,300000,35
25035,36954,materials,1500000,34
25036,36955,products,1,36958
25037,36955,skills,5,3380
25038,36955,materials,5,2871
25039,36955,materials,5,2872
25040,36955,materials,5,2876
25041,36955,materials,10,2867
25042,36955,materials,10,2868
25043,36955,materials,300,40
25044,36955,materials,700,39
25045,36955,materials,1500,38
25046,36955,materials,8000,37
25047,36955,materials,70000,36
25048,36955,materials,200000,35
25049,36955,materials,1000000,34
25050,36960,products,1,35840
25051,36960,skills,1,3400
25052,36960,materials,1,21949
25053,36960,materials,1,21951
25054,36960,materials,1,36957
25055,36960,materials,2,21947
25056,36960,materials,2,36956
25057,36960,materials,500000,16273
25058,36961,products,1,35841
25059,36961,skills,1,3400
25060,36961,materials,1,21951
25061,36961,materials,1,36956
25062,36961,materials,1,36958
25063,36961,materials,2,49720
25064,36961,materials,3,36957
25065,36961,materials,4,21947
25066,36962,products,1,35842
25067,36962,skills,1,3400
25068,36962,materials,1,21947
25069,36962,materials,1,21949
25070,36962,materials,1,21951
25071,36962,materials,1,21957
25072,36962,materials,1,21961
25073,36962,materials,1,21965
25074,36962,materials,1,21967
25075,36962,materials,4,21969
25076,36963,products,1,35843
25077,36963,skills,1,3400
25078,36963,materials,4,21953
25079,36963,materials,4,21955
25080,36963,materials,4,21959
25081,36963,materials,4,36958
25082,36963,materials,10,21947
25083,36963,materials,10,21949
25084,36963,materials,10,21951
25085,36963,materials,10,21957
25086,36963,materials,10,21961
25087,36963,materials,10,21965
25088,36963,materials,10,21967
25089,36963,materials,40,21969
25090,36964,products,1,35844
25091,36964,skills,1,3400
25092,36964,materials,4,21963
25093,36964,materials,4,36956
25094,36964,materials,4,36957
25095,36964,materials,40,21953
25096,36964,materials,40,21955
25097,36964,materials,40,21959
25098,36964,materials,40,36958
25099,36964,materials,100,21947
25100,36964,materials,100,21949
25101,36964,materials,100,21951
25102,36964,materials,100,21957
25103,36964,materials,100,21961
25104,36964,materials,100,21965
25105,36964,materials,100,21967
25106,36964,materials,400,21969
25107,36965,products,1,35845
25108,36965,skills,1,3400
25109,36965,materials,1,21951
25110,36965,materials,1,36956
25111,36965,materials,5,36958
25112,36965,materials,8,21947
25113,36966,products,1,35832
25114,36966,skills,1,3400
25115,36966,materials,1,21947
25116,36966,materials,1,21949
25117,36966,materials,1,21951
25118,36966,materials,1,21957
25119,36966,materials,1,21961
25120,36966,materials,1,21965
25121,36966,materials,1,21967
25122,36966,materials,4,21963
25123,36967,products,1,35833
25124,36967,skills,1,3400
25125,36967,materials,4,21953
25126,36967,materials,4,21955
25127,36967,materials,4,21959
25128,36967,materials,4,36958
25129,36967,materials,10,21947
25130,36967,materials,10,21949
25131,36967,materials,10,21951
25132,36967,materials,10,21957
25133,36967,materials,10,21961
25134,36967,materials,10,21965
25135,36967,materials,10,21967
25136,36967,materials,40,21963
25137,36968,products,1,35834
25138,36968,skills,1,3400
25139,36968,materials,8,21969
25140,36968,materials,8,36956
25141,36968,materials,8,36957
25142,36968,materials,80,21953
25143,36968,materials,80,21955
25144,36968,materials,80,21959
25145,36968,materials,80,36958
25146,36968,materials,200,21947
25147,36968,materials,200,21949
25148,36968,materials,200,21951
25149,36968,materials,200,21957
25150,36968,materials,200,21961
25151,36968,materials,200,21965
25152,36968,materials,200,21967
25153,36968,materials,250,13267
25154,36968,materials,800,21963
25155,36968,materials,1000,3810
25156,36971,products,1,35825
25157,36971,skills,1,3400
25158,36971,materials,1,21947
25159,36971,materials,1,21949
25160,36971,materials,1,21951
25161,36971,materials,1,21953
25162,36971,materials,1,21955
25163,36971,materials,1,21957
25164,36971,materials,1,21959
25165,36971,materials,1,21961
25166,36971,materials,1,21967
25167,36972,products,1,35826
25168,36972,skills,1,3400
25169,36972,materials,4,21949
25170,36972,materials,4,21951
25171,36972,materials,4,21957
25172,36972,materials,4,21959
25173,36972,materials,4,21961
25174,36972,materials,4,21963
25175,36972,materials,4,21965
25176,36972,materials,4,21967
25177,36972,materials,4,36958
25178,36972,materials,6,21947
25179,36972,materials,8,21953
25180,36972,materials,8,21955
25181,36973,products,1,35827
25182,36973,skills,1,3400
25183,36973,materials,1,21969
25184,36973,materials,1,36956
25185,36973,materials,1,36957
25186,36973,materials,8,36958
25187,36973,materials,10,21957
25188,36973,materials,10,21959
25189,36973,materials,10,21961
25190,36973,materials,10,21963
25191,36973,materials,10,21965
25192,36973,materials,10,21967
25193,36973,materials,40,21949
25194,36973,materials,40,21951
25195,36973,materials,60,21947
25196,36973,materials,80,21953
25197,36973,materials,80,21955
25198,36973,materials,250,3810
25199,36973,materials,500,13267
25200,36974,products,1,35828
25201,36974,skills,1,3400
25202,36974,materials,1,21947
25203,36974,materials,1,21949
25204,36974,materials,1,21951
25205,36974,materials,1,21957
25206,36974,materials,1,21961
25207,36974,materials,4,21953
25208,36975,products,1,35829
25209,36975,skills,1,3400
25210,36975,materials,4,21965
25211,36975,materials,4,21967
25212,36975,materials,10,21947
25213,36975,materials,10,21949
25214,36975,materials,10,21951
25215,36975,materials,10,21957
25216,36975,materials,10,21961
25217,36975,materials,40,21953
25218,36976,products,1,35830
25219,36976,skills,1,3400
25220,36976,materials,4,21963
25221,36976,materials,4,21969
25222,36976,materials,40,21965
25223,36976,materials,40,21967
25224,36976,materials,100,21947
25225,36976,materials,100,21949
25226,36976,materials,100,21951
25227,36976,materials,100,21957
25228,36976,materials,100,21961
25229,36976,materials,400,21953
25230,36977,products,1,35835
25231,36977,skills,1,3400
25232,36977,materials,1,21947
25233,36977,materials,1,21949
25234,36977,materials,1,21951
25235,36977,materials,1,21957
25236,36977,materials,1,21961
25237,36977,materials,1,36956
25238,36977,materials,1,36957
25239,36977,materials,3,21959
25240,36978,products,1,35836
25241,36978,skills,1,3400
25242,36978,materials,2,21953
25243,36978,materials,2,21955
25244,36978,materials,2,21965
25245,36978,materials,2,36958
25246,36978,materials,4,21949
25247,36978,materials,4,21957
25248,36978,materials,4,21961
25249,36978,materials,4,21963
25250,36978,materials,4,21967
25251,36978,materials,6,36956
25252,36978,materials,6,36957
25253,36978,materials,8,21947
25254,36978,materials,20,21951
25255,36978,materials,24,21959
25256,36979,products,1,35837
25257,36979,skills,1,3400
25258,36979,materials,4,21963
25259,36979,materials,4,21969
25260,36979,materials,40,21965
25261,36979,materials,40,21967
25262,36979,materials,100,21947
25263,36979,materials,100,21949
25264,36979,materials,100,21951
25265,36979,materials,100,21957
25266,36979,materials,100,21961
25267,36979,materials,400,21959
25268,36980,products,1,35838
25269,36980,skills,1,3400
25270,36980,materials,1,21947
25271,36980,materials,1,21949
25272,36980,materials,1,21951
25273,36980,materials,1,21957
25274,36980,materials,1,21961
25275,36980,materials,4,36956
25276,36981,products,1,35839
25277,36981,skills,1,3400
25278,36981,materials,4,21965
25279,36981,materials,4,21967
25280,36981,materials,10,21947
25281,36981,materials,10,21949
25282,36981,materials,10,21951
25283,36981,materials,10,21957
25284,36981,materials,10,21961
25285,36981,materials,40,36956
